Country,Cause,CancerSite,ageStart,ageGroup,ageLabel,Females_2011,Females_2012,Females_2013,Females_2014,Females_2015,Females_2016,Females_2017,Males_2011,Males_2012,Males_2013,Males_2014,Males_2015,Males_2016,Males_2017
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",40,40-44,From 40 to 44 years,2,7,1,2,5,3,7,31,32,23,20,17,15,17
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",45,45-49,From 45 to 49 years,12,13,8,8,6,12,9,73,80,91,85,80,48,53
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",50,50-54,From 50 to 54 years,33,34,33,22,37,17,15,222,209,183,171,155,152,124
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",55,55-59,From 55 to 59 years,55,62,48,65,49,35,42,341,304,279,284,259,232,204
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",60,60-64,From 60 to 64 years,60,49,51,74,64,66,65,234,268,223,246,268,266,269
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",65,65-69,From 65 to 69 years,37,46,45,46,41,38,60,131,155,153,159,185,181,173
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",70,70-74,From 70 to 74 years,19,22,31,25,35,35,25,90,85,88,89,94,119,93
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",75,75-79,From 75 to 79 years,19,23,25,21,21,22,20,45,46,59,49,54,47,59
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",80,80-84,From 80 to 84 years,31,27,17,11,23,22,24,28,20,29,26,29,34,19
Hungary,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",85,85,85 years or over,12,21,23,23,22,18,28,13,17,14,21,16,19,22
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,10,10-14,From 10 to 14 years,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,15,15-19,From 15 to 19 years,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,20,20-24,From 20 to 24 years,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,25,25-29,From 25 to 29 years,0,1,0,1,2,0,0,1,0,1,0,0,1,0
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,30,30-34,From 30 to 34 years,0,3,2,0,0,0,0,1,0,0,2,1,0,0
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,35,35-39,From 35 to 39 years,0,0,1,1,0,2,1,2,1,2,1,2,2,0
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,40,40-44,From 40 to 44 years,1,2,1,0,2,2,1,3,2,6,4,6,2,2
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,45,45-49,From 45 to 49 years,3,8,0,2,5,4,7,15,14,12,14,16,11,5
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,50,50-54,From 50 to 54 years,14,15,10,12,12,7,8,49,44,42,37,26,23,28
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,55,55-59,From 55 to 59 years,30,32,27,23,19,18,26,70,87,76,77,66,59,62
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,60,60-64,From 60 to 64 years,22,22,37,34,41,47,27,83,77,99,102,93,123,117
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,65,65-69,From 65 to 69 years,35,28,41,28,46,26,38,81,113,92,143,110,105,96
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,70,70-74,From 70 to 74 years,50,40,45,54,42,49,47,70,76,83,113,93,113,92
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,75,75-79,From 75 to 79 years,40,43,40,44,50,36,53,71,61,78,63,76,58,99
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,80,80-84,From 80 to 84 years,48,39,42,37,40,42,51,44,41,34,44,46,60,61
Hungary,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,85,85,85 years or over,37,48,31,42,38,36,46,25,22,28,25,30,24,28
Hungary,Malignant neoplasm of oesophagus,Oesophagus,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of oesophagus,Oesophagus,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of oesophagus,Oesophagus,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of oesophagus,Oesophagus,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of oesophagus,Oesophagus,20,20-24,From 20 to 24 years,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Hungary,Malignant neoplasm of oesophagus,Oesophagus,25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of oesophagus,Oesophagus,30,30-34,From 30 to 34 years,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Hungary,Malignant neoplasm of oesophagus,Oesophagus,35,35-39,From 35 to 39 years,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hungary,Malignant neoplasm of oesophagus,Oesophagus,40,40-44,From 40 to 44 years,2,0,1,0,1,0,0,5,8,5,4,8,1,5
Hungary,Malignant neoplasm of oesophagus,Oesophagus,45,45-49,From 45 to 49 years,6,1,3,2,1,1,4,19,17,20,12,16,20,6
Hungary,Malignant neoplasm of oesophagus,Oesophagus,50,50-54,From 50 to 54 years,12,6,9,9,4,4,5,59,56,49,52,41,35,28
Hungary,Malignant neoplasm of oesophagus,Oesophagus,55,55-59,From 55 to 59 years,27,28,15,15,12,11,8,126,103,105,101,77,72,59
Hungary,Malignant neoplasm of oesophagus,Oesophagus,60,60-64,From 60 to 64 years,17,26,19,20,19,21,19,92,87,113,108,120,110,102
Hungary,Malignant neoplasm of oesophagus,Oesophagus,65,65-69,From 65 to 69 years,25,14,12,26,20,11,13,65,60,93,61,77,107,101
Hungary,Malignant neoplasm of oesophagus,Oesophagus,70,70-74,From 70 to 74 years,16,13,14,10,22,13,14,46,52,62,42,68,66,58
Hungary,Malignant neoplasm of oesophagus,Oesophagus,75,75-79,From 75 to 79 years,9,10,17,10,13,11,16,36,39,42,31,27,36,38
Hungary,Malignant neoplasm of oesophagus,Oesophagus,80,80-84,From 80 to 84 years,6,10,10,8,10,6,13,14,26,25,14,17,15,20
Hungary,Malignant neoplasm of oesophagus,Oesophagus,85,85,85 years or over,9,9,5,12,11,9,12,5,7,8,6,13,8,10
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,30,30-34,From 30 to 34 years,2,0,1,1,1,0,1,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,35,35-39,From 35 to 39 years,4,2,1,3,2,4,2,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,40,40-44,From 40 to 44 years,5,4,3,4,5,4,7,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,45,45-49,From 45 to 49 years,8,4,10,7,7,8,9,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,50,50-54,From 50 to 54 years,25,24,21,23,15,14,13,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,55,55-59,From 55 to 59 years,35,30,25,23,25,24,26,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,60,60-64,From 60 to 64 years,44,47,33,46,57,48,52,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,65,65-69,From 65 to 69 years,49,58,68,74,57,66,70,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,70,70-74,From 70 to 74 years,87,63,80,81,59,82,63,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,75,75-79,From 75 to 79 years,66,69,65,86,64,72,66,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,80,80-84,From 80 to 84 years,59,66,65,69,60,68,65,,,,,,,
Hungary,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,85,85,85 years or over,52,62,45,44,55,62,59,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,1,1-4,From 1 to 4 years,0,0,0,0,1,0,0,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,15,15-19,From 15 to 19 years,1,0,0,0,0,0,0,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,20,20-24,From 20 to 24 years,0,0,1,0,0,1,0,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,25,25-29,From 25 to 29 years,2,1,2,3,0,4,1,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,30,30-34,From 30 to 34 years,2,1,2,5,2,1,2,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,35,35-39,From 35 to 39 years,4,5,11,8,8,7,6,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,40,40-44,From 40 to 44 years,14,20,19,21,13,18,7,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,45,45-49,From 45 to 49 years,25,33,24,18,26,32,42,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,50,50-54,From 50 to 54 years,46,47,57,44,41,33,63,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,55,55-59,From 55 to 59 years,61,62,91,71,56,60,58,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,60,60-64,From 60 to 64 years,93,93,94,93,109,78,89,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,65,65-69,From 65 to 69 years,98,107,115,110,93,104,103,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,70,70-74,From 70 to 74 years,125,105,110,116,130,115,119,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,75,75-79,From 75 to 79 years,94,97,98,96,106,104,100,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,80,80-84,From 80 to 84 years,70,70,60,77,89,82,97,,,,,,,
Hungary,Malignant neoplasm of ovary,Ovary,85,85,85 years or over,65,59,55,67,53,57,57,,,,,,,
Hungary,Malignant neoplasm of pancreas,Pancreas,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of pancreas,Pancreas,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of pancreas,Pancreas,10,10-14,From 10 to 14 years,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of pancreas,Pancreas,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of pancreas,Pancreas,20,20-24,From 20 to 24 years,1,0,0,0,1,0,0,0,1,0,0,0,1,1
Hungary,Malignant neoplasm of pancreas,Pancreas,25,25-29,From 25 to 29 years,0,0,1,0,0,1,0,0,1,0,1,0,0,0
Hungary,Malignant neoplasm of pancreas,Pancreas,30,30-34,From 30 to 34 years,0,1,0,1,1,1,3,2,3,1,3,0,0,1
Hungary,Malignant neoplasm of pancreas,Pancreas,35,35-39,From 35 to 39 years,1,0,4,4,4,5,4,7,3,6,10,5,8,6
Hungary,Malignant neoplasm of pancreas,Pancreas,40,40-44,From 40 to 44 years,5,12,11,6,3,11,3,13,11,10,12,11,19,12
Hungary,Malignant neoplasm of pancreas,Pancreas,45,45-49,From 45 to 49 years,21,15,12,14,16,20,27,31,32,31,24,26,37,30
Hungary,Malignant neoplasm of pancreas,Pancreas,50,50-54,From 50 to 54 years,37,30,32,45,36,32,32,65,64,68,51,41,59,46
Hungary,Malignant neoplasm of pancreas,Pancreas,55,55-59,From 55 to 59 years,78,72,73,69,74,63,52,134,145,106,128,105,108,121
Hungary,Malignant neoplasm of pancreas,Pancreas,60,60-64,From 60 to 64 years,110,104,114,117,107,132,129,154,123,143,164,174,168,189
Hungary,Malignant neoplasm of pancreas,Pancreas,65,65-69,From 65 to 69 years,116,133,150,117,135,165,170,145,159,159,158,164,193,189
Hungary,Malignant neoplasm of pancreas,Pancreas,70,70-74,From 70 to 74 years,141,169,165,171,165,171,189,138,149,151,148,134,172,164
Hungary,Malignant neoplasm of pancreas,Pancreas,75,75-79,From 75 to 79 years,159,177,174,178,196,180,200,133,111,116,111,125,140,156
Hungary,Malignant neoplasm of pancreas,Pancreas,80,80-84,From 80 to 84 years,115,171,165,162,164,168,177,66,89,100,94,91,87,97
Hungary,Malignant neoplasm of pancreas,Pancreas,85,85,85 years or over,124,169,132,156,130,173,158,54,59,52,54,70,63,72
Hungary,Malignant neoplasm of prostate,Prostate,1,1-4,From 1 to 4 years,,,,,,,,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of prostate,Prostate,5,5-9,From 5 to 9 years,,,,,,,,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of prostate,Prostate,10,10-14,From 10 to 14 years,,,,,,,,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of prostate,Prostate,15,15-19,From 15 to 19 years,,,,,,,,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of prostate,Prostate,20,20-24,From 20 to 24 years,,,,,,,,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of prostate,Prostate,25,25-29,From 25 to 29 years,,,,,,,,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of prostate,Prostate,30,30-34,From 30 to 34 years,,,,,,,,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of prostate,Prostate,35,35-39,From 35 to 39 years,,,,,,,,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of prostate,Prostate,40,40-44,From 40 to 44 years,,,,,,,,0,1,0,0,1,1,0
Hungary,Malignant neoplasm of prostate,Prostate,45,45-49,From 45 to 49 years,,,,,,,,3,3,2,1,4,0,3
Hungary,Malignant neoplasm of prostate,Prostate,50,50-54,From 50 to 54 years,,,,,,,,10,10,17,13,18,6,6
Hungary,Malignant neoplasm of prostate,Prostate,55,55-59,From 55 to 59 years,,,,,,,,42,47,41,49,49,32,38
Hungary,Malignant neoplasm of prostate,Prostate,60,60-64,From 60 to 64 years,,,,,,,,90,75,90,102,77,107,103
Hungary,Malignant neoplasm of prostate,Prostate,65,65-69,From 65 to 69 years,,,,,,,,166,145,137,170,153,152,173
Hungary,Malignant neoplasm of prostate,Prostate,70,70-74,From 70 to 74 years,,,,,,,,188,161,182,244,227,247,248
Hungary,Malignant neoplasm of prostate,Prostate,75,75-79,From 75 to 79 years,,,,,,,,237,231,237,230,205,247,271
Hungary,Malignant neoplasm of prostate,Prostate,80,80-84,From 80 to 84 years,,,,,,,,226,242,271,265,253,255,254
Hungary,Malignant neoplasm of prostate,Prostate,85,85,85 years or over,,,,,,,,236,210,234,206,271,254,293
Hungary,Malignant neoplasm of stomach,Stomach,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of stomach,Stomach,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of stomach,Stomach,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of stomach,Stomach,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hungary,Malignant neoplasm of stomach,Stomach,20,20-24,From 20 to 24 years,1,0,2,0,1,1,0,0,3,0,0,0,0,0
Hungary,Malignant neoplasm of stomach,Stomach,25,25-29,From 25 to 29 years,1,2,2,1,1,1,1,0,1,1,0,1,0,1
Hungary,Malignant neoplasm of stomach,Stomach,30,30-34,From 30 to 34 years,3,4,2,2,2,4,0,4,1,1,5,6,1,2
Hungary,Malignant neoplasm of stomach,Stomach,35,35-39,From 35 to 39 years,7,4,7,8,1,7,1,4,6,8,7,5,8,2
Hungary,Malignant neoplasm of stomach,Stomach,40,40-44,From 40 to 44 years,15,10,6,7,7,9,8,16,12,9,13,20,14,7
Hungary,Malignant neoplasm of stomach,Stomach,45,45-49,From 45 to 49 years,18,19,21,8,19,18,14,27,28,25,26,37,18,19
Hungary,Malignant neoplasm of stomach,Stomach,50,50-54,From 50 to 54 years,34,29,21,24,20,17,18,58,61,49,46,41,36,42
Hungary,Malignant neoplasm of stomach,Stomach,55,55-59,From 55 to 59 years,48,48,46,38,43,39,27,93,104,99,80,72,82,77
Hungary,Malignant neoplasm of stomach,Stomach,60,60-64,From 60 to 64 years,62,54,60,71,54,67,48,121,132,124,127,105,146,117
Hungary,Malignant neoplasm of stomach,Stomach,65,65-69,From 65 to 69 years,85,82,66,66,71,68,80,140,119,131,117,120,136,138
Hungary,Malignant neoplasm of stomach,Stomach,70,70-74,From 70 to 74 years,101,114,83,90,104,85,87,146,151,127,128,135,136,127
Hungary,Malignant neoplasm of stomach,Stomach,75,75-79,From 75 to 79 years,120,115,118,128,101,107,127,141,176,151,128,129,147,132
Hungary,Malignant neoplasm of stomach,Stomach,80,80-84,From 80 to 84 years,124,124,115,108,104,112,92,130,119,117,145,86,130,106
Hungary,Malignant neoplasm of stomach,Stomach,85,85,85 years or over,127,127,128,147,119,114,124,75,87,99,82,96,76,75
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,25,25-29,From 25 to 29 years,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,30,30-34,From 30 to 34 years,1,1,1,0,0,0,0,0,1,1,0,0,0,0
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,35,35-39,From 35 to 39 years,0,0,0,1,0,0,2,1,0,0,0,0,1,1
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,40,40-44,From 40 to 44 years,0,0,0,0,2,1,2,1,1,0,0,0,0,0
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,45,45-49,From 45 to 49 years,1,0,1,1,1,0,1,1,2,0,0,1,3,2
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,50,50-54,From 50 to 54 years,2,0,1,1,1,2,2,2,1,1,2,1,4,1
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,55,55-59,From 55 to 59 years,8,1,2,3,2,3,5,1,8,2,5,5,4,4
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,60,60-64,From 60 to 64 years,9,7,3,4,9,2,5,2,6,4,2,1,5,6
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,65,65-69,From 65 to 69 years,6,8,7,5,2,4,8,3,1,6,7,5,9,7
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,70,70-74,From 70 to 74 years,14,8,10,15,4,7,11,6,6,0,3,2,7,4
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,75,75-79,From 75 to 79 years,15,18,10,12,11,4,12,8,7,2,3,4,2,5
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,80,80-84,From 80 to 84 years,8,14,19,7,13,9,16,6,7,6,2,3,6,4
Hungary,Malignant neoplasm of thyroid gland,Thyroid Gland,85,85,85 years or over,7,8,7,10,10,11,10,1,0,4,3,2,1,5
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",1,1-4,From 1 to 4 years,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",20,20-24,From 20 to 24 years,0,0,0,0,0,1,0,0,2,2,0,0,0,0
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",25,25-29,From 25 to 29 years,2,3,1,1,0,0,1,2,3,0,2,1,0,1
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",30,30-34,From 30 to 34 years,3,2,3,1,0,1,2,2,4,3,4,5,3,4
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",35,35-39,From 35 to 39 years,13,4,7,9,7,6,6,12,16,14,15,13,6,11
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",40,40-44,From 40 to 44 years,35,30,32,34,16,28,23,49,49,38,49,37,28,33
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",45,45-49,From 45 to 49 years,108,101,98,107,84,63,85,153,158,139,122,135,102,101
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",50,50-54,From 50 to 54 years,261,229,224,198,203,167,163,475,425,394,338,290,298,237
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",55,55-59,From 55 to 59 years,441,476,485,477,424,383,371,963,960,860,797,718,695,593
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",60,60-64,From 60 to 64 years,476,535,557,602,661,636,661,1063,1121,1118,1077,1110,1170,1120
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",65,65-69,From 65 to 69 years,477,515,479,534,577,624,658,915,1027,959,1027,1046,1140,1188
Hungary,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",70,70-74,From 70 to 74 years,411,430,441,457,525,535,533,790,839,783,863,898,946,914
